Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
Caring Healthcare Network,18 N Front St,Philipsburg,Pennsylvania,16866,Centre,0,0,0,18,50,170,POINT (-78.222657 40.895993)
Lepri Rne Inc DBA The Md Shopp 0874,2239 Pittston Ave.,Scranton,Pennsylvania,18505,Lackawanna,0,0,0,0,1673,749,POINT (-75.681293 41.384806)
Revolutionary Home Health Inc.,829 Scranton Carbondale Highway,Eynon,Pennsylvania,18403,Lackawanna,0,0,0,0,498,0,POINT (-75.577871 41.50839)
Berwick Hospital Center,701 East 16th St. Pharmacy,Berwick,Pennsylvania,18603,Columbia,0,9,0,201,17,324,POINT (-76.230804 41.070159)
Pediatric Care Speclsts-Alum Bank,121 Rolling Acres Drive,Alum Bank,Pennsylvania,15521,Bedford,0,0,0,0,75,0,POINT (-78.606921 40.176507)
Family Pharmacy of Archbald,1 KENNEDY PLAZA 4 KELLY STREET,Archbald,Pennsylvania,18403,Lackawanna,0,0,0,11,57,393,
PRIMARY CARE PHARMACY SERVICES INC,2027 Lebanon Church Road,West Mifflin,Pennsylvania,15122,Allegheny,0,27,0,1606,134,773,POINT (-79.94943 40.348063)
DCI-Parks Bend,1143 Industrial Park Road,Vandergrift,Pennsylvania,15690,Westmoreland,0,0,0,7,40,0,POINT (-79.577731 40.630498)
We Care Pediatrics,404 Middletown Blvd Penns Square,Langhorne,Pennsylvania,19047,Bucks,0,0,0,0,2278,1416,
Warren General Hospital,2 W Crescent Park,Warren,Pennsylvania,16365,Warren,1,1,0,20,16,580,POINT (-79.154468 41.843697)
Fulton County Medical Center,Fulton County Medical Center 214 Peach Orchard Road,MC CONNELLSBURG,PA,172338559,Fulton,0,0,0,285,42,733,
Brundages Waymart Pharmacy,238 Belmont Street,Waymart,Pennsylvania,18472,Wayne,0,1,0,828,42,554,POINT (-75.408282 41.582294)
Hanover Family Practice-Penn,111 Penn Street,Hanover,Pennsylvania,17331,York,0,0,0,0,331,0,POINT (-76.980167 39.808654)
Genoa Healthcare 20336,245 Race Street,Somerset,Pennsylvania,15501,Somerset,0,0,0,156,39,203,POINT (-79.075074 40.005761)
Bucks County HD Levittown  Office,7321 New Falls Rd,Levittown,Pennsylvania,19055,Bucks,0,0,0,15,0,0,POINT (-74.852848 40.156355)
PPCP-Hickory,4151 Henderson Road,Hickory,Pennsylvania,15340,Washington,0,0,1,37,9,18,POINT (-80.330117 40.283729)
AHN-AC IM Pine Hollow Med Assoc,133 Church Hill Road Robinson Medical Center,Mc Kees Rocks,Pennsylvania,15136,Allegheny,6,6,0,79,495,50,
Keystone Agricul Wrker Prog Read.,145 North 6th St.,Reading,Pennsylvania,19601,Berks,0,0,0,7,118,40,POINT (-75.925814 40.338125)
Darlings Oil City Pharmacy,811 Grandview Rd Ste 200,Oil City,Pennsylvania,16301,Venango,0,0,0,0,457,0,POINT (-79.6883 41.441352)
WHS-Lakeside Primary Care,1001 Waterdam Plaza Drive,McMurray,PA,15317,Washington,0,0,0,22,0,0,POINT (-80.134238 40.263296)
Mercer County SHC,25 McQuiston Drive,Jackson Center,Pennsylvania,16133,Mercer,0,0,0,5,0,140,POINT (-80.162334 41.265054)
Horsham Pediatric Associates PC,405 Caredean Drive,Horsham,Pennsylvania,19044,Montgomery,0,0,0,0,196,0,POINT (-75.173127 40.203815)
Marathon Health-Wyalusing,41913 Route 6,Wyalusing,Pennsylvania,18853,Bradford,0,0,0,4,0,50,
AHN-AC FM FPMAS BETHEL,990 Higbee Drivie,Bethel Park,Pennsylvania,15102,Allegheny,0,0,0,0,86,0,
Delaware County Memorial Hospital,501 N. Lansdowne Ave Department of Pharmacy,Drexel Hill,Pennsylvania,19026,Delaware,0,0,0,19,194,2009,POINT (-75.283921 39.953877)
Clearfield County SHC,1125 Linden Street,Clearfield,Pennsylvania,16830,Clearfield,0,0,0,18,0,5,POINT (-78.449327 41.008199)
Aston Pharmacy Home Health Center,10 Scheivert Ave,Aston,Pennsylvania,19014,Delaware,1,0,0,1,0,0,POINT (-75.41769 39.8643)
LVPG Fam Medic Peds Hambrg,700 Hawk Ridge Drive,Hamburg,Pennsylvania,19526,Berks,0,0,0,8,22,0,POINT (-75.975007 40.544785)
Wayne Memorial Hospital,601 Park Street,Honesdale,Pennsylvania,18431,Wayne,0,0,0,28,0,390,POINT (-75.259883 41.576229)
Margiotti and Kroll Pediatrics Newtown,671 Newtown-Yardley Rd,Newtown,Pennsylvania,18940,Bucks,0,0,0,0,1667,0,POINT (-74.920421 40.229433)
Select Specialty Hospital-Erie,252 West 11th Street,Erie,Pennsylvania,16501,Erie,0,0,0,74,42,45,POINT (-80.087573 42.122469)
GIANT PHARMACY-6505,1375 E BOOT ROAD,West Chester,Pennsylvania,19380,Chester,0,0,0,336,2536,303,POINT (-75.568437 39.997833)
Eden Park Pediatrics-Brownstown,4221 Oregon Pike,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,63,1220,30,POINT (-76.215299 40.132266)
Abington Health Childrens Clinic,51 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,0,136,40,POINT (-75.268366 40.250467)
AFC Urgent Care Narberth,934 Montgomery Ave,Narberth,Pennsylvania,19072,Montgomery,0,0,0,0,491,0,POINT (-75.261558 40.01185)
LGH-New Holland Family Medicine,676 East Main St,New Holland,Pennsylvania,17557,Lancaster,0,0,0,4,48,0,POINT (-76.067859 40.109964)
Punxsutawney Area Hospital,81 Hillcrest Drive,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,20,13,245,POINT (-79.000134 40.960155)
FME Fam Med Evangelical Miffbrg,101 Meadowgreen Drive,Mifflinburg,Pennsylvania,17844,Union,0,0,0,0,8,0,
Pediatric Care Specialist-Ebensburg,131 Casale Court,Ebensburg,Pennsylvania,15931,Cambria,0,6,0,12,321,0,POINT (-78.757145 40.461968)
VDI-Moshannon Vlly Phar Philpsbrg,208 Medical Center Drive,Philipsburg,Pennsylvania,16866,Centre,0,0,0,819,0,874,POINT (-78.205765 40.90652)
UPMC-MAGEE WOMENS HOSPITAL,300 Halket Street,Pittsburgh,Pennsylvania,15213,Allegheny,8,2,0,596,175,0,POINT (-79.959546 40.437077)
Adagio Health-Seneca,3292 State Route 257,Seneca,Pennsylvania,16346,Venango,0,0,0,1423,214,885,POINT (-79.703532 41.381847)
MON-VALE PRIMARY CARE PRACTICES INC,447 West Main Street,Monongahela,Pennsylvania,15063,Washington,0,0,0,166,0,200,POINT (-79.927457 40.203701)
Derry Street Pharmacy,1304 Derry St,Harrisburg,Pennsylvania,17104,Dauphin,0,0,0,0,330,98,POINT (-76.86857 40.263018)
Direct Workforce Care,1027 Treasure Lake 119 Cotland Rd,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,0,0,2169,
MLHC Int Med Assoc Del Co Springfld,965 Baltimore Pike,Springfield,Pennsylvania,19064,Delaware,0,0,0,97,0,0,POINT (-75.340572 39.914861)
Fort Washington Estates,735 Susquehanna Road,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,0,62,0,POINT (-75.196327 40.158692)
FKC Chadds Ford,291 Wilmington West Chester Pike,Chadds Ford,Pennsylvania,19317,Delaware,0,0,0,0,2,0,POINT (-75.540653 39.853872)
SCI-Houtzdale,PO Box 1000 209 Institution Drive,Houtzdale,Pennsylvania,16698,Clearfield,0,0,0,0,219,181,
Advanced Surgery Ctr of Lanc LLC,160 North Pointe Blvd,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,411,390,0,POINT (-76.301733 40.072015)
Penn Medicine Int and Fam Med Bucks,777 Township Line Road,Yardley,Pennsylvania,19067,Bucks,0,0,0,0,250,0,POINT (-74.885411 40.222737)
Allergy and Clin Immunolgy Assoc,180 Fort Couch Rd,Pittsburgh,Pennsylvania,15241,Allegheny,0,0,0,223,232,10,POINT (-80.054194 40.346)
Red Lion Pediatrics,1338 Bristol Pike,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,516,103,POINT (-74.965529 40.071608)
LVPG Pediatrics-Lantern Lane,314 Main Street PO Box  395,Conyngham,Pennsylvania,18219,Luzerne,0,0,0,0,50,0,POINT (-76.058773 40.992439)
Select Specialty Hosp Harrisbrg,"111 South Front Street Alex Grass Bldg, 5th Floor",Harrisburg,Pennsylvania,17101,Dauphin,0,0,0,27,0,20,POINT (-76.880616 40.257233)
JC Blair Med Srvs-Primary Care Ctr,790 Bryan Street,Huntingdon,Pennsylvania,16652,Huntingdon,0,0,0,7,224,268,POINT (-78.011507 40.49342)
Adams and Bright Drugs LLC,306 State St,Hamburg,Pennsylvania,19526,Berks,0,0,0,0,264,0,POINT (-75.983719 40.554984)
WMCHC Forest City Fam Hlth Cntr,100 Dundaff St,Forest City,Pennsylvania,18421,Susquehanna,0,0,0,0,0,50,POINT (-75.468965 41.651305)
Westmoreland County SHC-Greensburg,233 West Otterman Street,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,8,14,78,POINT (-79.548346 40.302922)
Procure Pharmaceutical Services,264 SMITH TOWNSHIP STATE RD,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,61,0,POINT (-80.403678 40.40292)
Richard R Sandrowicz MD,1265 Wayne Ave,Indiana,Pennsylvania,15701,Indiana,0,0,0,0,0,320,POINT (-79.163866 40.603382)
Granite Farms Estate,1343 W. Baltimore Pike,Media,Pennsylvania,19063-553,Delaware,0,0,0,4,0,0,POINT (-75.450512 39.907824)
GHS JNJ  Ft Washington,7050 Camp Hill Road,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,82,20,0,POINT (-75.205319 40.127367)
WellSpan Family Medicine Chanceford,10 Muddy Creek Forks Road,Brogue,Pennsylvania,17309,York,0,0,0,0,471,0,POINT (-76.4848 39.871314)
Wellspan Family Medicine-Terre Hill,770 Broad Street PO Box 130,East Earl,Pennsylvania,17519,Lancaster,0,4,2,728,153,50,POINT (-76.052649 40.164153)
Lebanon Shops Pharmacy,Lebanon Shops Pharmacy 300 Mt Lebanon Blvd suite 23,Pittsburgh,Pennsylvania,15234,Allegheny,0,0,0,0,2468,0,
My Health Center at Lowes Pittston,200 Center Point Blvd My Health Center,Pittston,Pennsylvania,18640,Luzerne,0,0,0,15,110,0,
GHS-Johnson and Johnson Lititz,400 West Lincoln Avenue,Lititz,Pennsylvania,17543,Lancaster,0,0,0,0,7,0,POINT (-76.316301 40.162397)
R-Health Hatfield,2700 Clemens Rd Family Wellness Center 2nd Fl,Hatfield,Pennsylvania,19440,Montgomery,0,0,0,9,201,847,
Butler Memorial Hospital,ONE HOSPITAL WAY,Butler,Pennsylvania,16001,Butler,0,0,0,0,17,2768,
Northampton County SHC,1600 Northampton Street,Easton,Pennsylvania,18042,Northampton,0,0,0,0,17,0,POINT (-75.234111 40.689941)
UPMC-SH Fam Med Duboistown,145 Shaffer Street,South Williamsport,Pennsylvania,17702,Lycoming,0,0,0,0,1414,660,POINT (-77.036054 41.223871)
Gwynedd-Mercy University,1325 Sumneytown Pike P.O. Box 901,Gwynedd Valley,Pennsylvania,19437,Montgomery,0,0,0,26,4,0,POINT (-75.241 40.193)
Activate Hth Wellns Ctr UTZ Clinc,240 Kindig Lane Plant #5,Hanover,Pennsylvania,17331,York,0,0,0,3,31,0,POINT (-77.007009 39.811442)
Artisan Smiles,1 E 9th Street 2nd Floor,Chester,Pennsylvania,19013,Delaware,0,0,0,8,73,658,POINT (-75.362953 39.851749)
Laurel Pedia Assoc Somerset,223 South Pleasant Avenue Medcor Building,Somerset,Pennsylvania,15501,Somerset,0,0,0,0,576,0,POINT (-79.074316 40.006957)
SCI-Chester,500 E. 4th Street,Chester,Pennsylvania,19013,Delaware,0,0,0,736,35,0,POINT (-75.352794 39.851391)
Alberts Pharmacy,201 S. Main Street,Pittston,Pennsylvania,18640,Luzerne,0,0,0,313,1998,2224,POINT (-75.79384 41.318462)
Medmart Pharmacy,2618 Memorial Blvd Ste A,Connellsville,Pennsylvania,15425,Fayette,0,0,0,2,115,79,POINT (-79.562552 40.059374)
Central Pennsylvania Clinic,375 South Kishacoquillas Street,Belleville,Pennsylvania,17004,Mifflin,0,0,0,8,8,125,POINT (-77.712042 40.599787)
Tower Health Fam Med-Kenhorst THMG,600 High Blvd,Reading,Pennsylvania,19607,Berks,0,0,0,0,36,0,POINT (-75.946015 40.303573)
WEST END FAMILY HEALTH CENTER,415 NEPTUNE ST,Pittsburgh,Pennsylvania,15220,Allegheny,0,0,0,0,181,29,POINT (-80.033301 40.440612)
VDI-Rann Pharmacy Inc,377 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,772,2697,3548,POINT (-75.380672 40.275234)
Melmark,2600 Wayland Road,Berwyn,Pennsylvania,19312,Chester,1,30,0,0,200,0,POINT (-75.447881 39.997457)
Clarion Osteopathic Hospital,1 Hospital Drive,Clarion,Pennsylvania,16214,Clarion,0,0,0,0,771,6925,POINT (-79.396861 41.191658)
Tan and Garcia Pediatrics PC,4700 UNION DEPOSIT ROAD,Harrisburg,Pennsylvania,17111,Dauphin,0,0,0,42,68,7,POINT (-76.805316 40.279976)
Select Specialty Hosp McKeesprt,6 CRAWFORD VLG 1500 FIFTH AVENUE,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,0,37,0,
Nuway Pharmacy,1639 Hains Road,Levittown,Pennsylvania,19055,Bucks,0,0,0,0,12,25,POINT (-74.833323 40.13716)
UPMC-Annville Fam Medicine,1251 East Main Street,Annville,Pennsylvania,17003,Lebanon,0,0,0,4,5,0,POINT (-76.491971 40.334427)
Huntingdon Family Care Center,835 Washington Street,Huntingdon,Pennsylvania,16652,Huntingdon,0,0,0,10,45,0,POINT (-78.017188 40.488302)
Wellspan Fam Med Herrs Ridge,820 Chambersburg Road,Gettysburg,Pennsylvania,17325,Adams,5,0,0,5,26,0,POINT (-77.259876 39.841594)
Wayne County SHC,615 Erie Heights,Honesdale,Pennsylvania,18431,Wayne,0,0,0,23,0,12,POINT (-75.253444 41.550771)
WELLSPAN GETTYSBURG HOSPITAL,PHARMACY 147 GETTYS STREET,GETTYSBURG,PENNSYLVANIA,17325,Adams,2,0,0,175,103,0,
FPC-Boiling Springs Family Medicine,210 FORGE ROAD,Boiling Springs,Pennsylvania,17007,Cumberland,0,0,0,57,0,0,POINT (-77.135074 40.156148)
Grge L Mrtn MD PC Alrgy and Asthma,Lankenau Med. Bldg West 100 E. Lancaster Ave.,Wynnewood,Pennsylvania,19096,Montgomery,0,0,0,0,70,6,
Bradford County SHC,142 Colonial Drive,Towanda,Pennsylvania,18848,Bradford,0,0,0,58,27,0,POINT (-76.452864 41.782289)
Towne Drugs,227 Commercial Ave,ASPINWALL,Pennsylvania,15215,Allegheny,0,30,0,937,48,1014,POINT (-79.904015 40.49015)
MEMORIAL HOSPITAL PHARMACY,1701 Innovation Drive Pharmacy - UPMC Memorial Hospital,York,Pennsylvania,17408,York,0,0,0,66,87,0,
Ahmad Wardeh MD,7 Anthra Plaza Route 61,Coal Township,Pennsylvania,17866,Northumberland,0,0,0,0,11,0,
Spartan Pharmacy Clairton Blvd,3520 Clairton Blvd,Pittsburgh,Pennsylvania,15227,Allegheny,0,0,0,5,520,561,POINT (-79.982054 40.372903)
Bellefonte Medical Clinic,527 Willowbank Street Bellefonte Medical Clinic,Bellefonte,Pennsylvania,16823,Centre,0,0,0,73,37,120,POINT (-77.783972 40.906633)
AHN-Pediatrics Edgewood,1789 South Braddock Avenue Edgewood Towne Center,Pittsburgh,Pennsylvania,15218,Allegheny,0,0,0,0,706,0,
Morris Drug,15 East Centre St,Mahanoy City,Pennsylvania,17948,Schuylkill,0,0,0,2706,0,1320,POINT (-76.141312 40.812802)
GHS-Johnson and Johnson Malvern,200 Great Valley Parkway,Malvern,Pennsylvania,19355,Chester,0,0,0,0,16,0,POINT (-75.54523 40.060584)
AFC Urgent Care Cheltenham,2401 W Cheltenham Ave,Wyncote,Pennsylvania,19095,Montgomery,0,0,0,0,401,1469,POINT (-75.157147 40.073482)
East Berlin Pharmacy,335 WEST KING STREET EAST BERLIN,East Berlin,Pennsylvania,17316,Adams,0,0,0,0,171,0,POINT (-76.982572 39.939036)
AHOLD USA-GIANT PHARMACY 6014,1278 S MARKET STREET,ELIZABETHTOWN,PA,17022,Lancaster,0,0,0,125,564,90,POINT (-76.589655 40.139887)
Allegheny Clinic Primary Care North,12311 Perry Highway 1st Fl Primary Care,Wexford,Pennsylvania,15090,Allegheny,0,0,0,0,9,0,POINT (-80.062157 40.636304)
Family Health Associates Kenneth Rd,1689 Kenneth Road,York,Pennsylvania,17408,York,0,0,0,1507,73,20,POINT (-76.773335 39.977577)
Ped Assoc of Westmoreld Greensbrg,555 West Newton Street,Greensburg,Pennsylvania,15601,Westmoreland,0,92,0,241,295,328,POINT (-79.554639 40.298577)
Rx Xpress Pharmacy,111 Mill Street Grove City,Grove City,Pennsylvania,16127,Mercer,0,0,0,1847,1592,1704,POINT (-80.089092 41.161407)
Dingmans Medical,1592 Route 739,Dingmans Ferry,Pennsylvania,18328,Pike,0,0,0,0,230,0,POINT (-74.920273 41.272837)
Open Hearts Home Care,234 N. 6th Street,Reading,Pennsylvania,19601,Berks,0,0,0,39,0,0,POINT (-75.925771 40.339564)
Vcare Discount Pharmacy,108 South 5th Street,Reading,Pennsylvania,19602,Berks,0,0,0,25,1281,397,POINT (-75.927944 40.333257)
SCI-Somerset,1590 WALTERS MILL ROAD,Somerset,Pennsylvania,15510,Somerset,0,0,0,0,232,970,POINT (-79.036074 39.961922)
UPMC-Susq Peds South Willmsprt,6 East Mountain Avenue,South Williamsport,Pennsylvania,17702,Lycoming,0,0,0,0,1179,0,POINT (-76.991755 41.230507)
UPMC-RHEUM SHADYSIDE,580 South Aiken Avenue,Pittsburgh,Pennsylvania,15232,Allegheny,0,0,0,0,37,504,POINT (-79.937251 40.45364)
Cambria County SHC,184 Donald Lane,Johnstown,Pennsylvania,15904,Cambria,0,0,0,40,0,977,POINT (-78.840841 40.284943)
Dr Esianor-Mitchual Dental PC,822 Marietta Avenue,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,409,41,POINT (-76.321621 40.039822)
Family First Health-Lebanon Center,300 Willow Street,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,325,147,110,POINT (-76.417454 40.341124)
WVU Med Fayette Phy Net Connellsvil,224 Memorial Blvd,Connellsville,Pennsylvania,15425,Fayette,0,0,0,50,459,823,POINT (-79.594121 40.023923)
Hallstead Family Pharmacy LLC,36 Rose Street,Hallstead,Pennsylvania,18822,Susquehanna,0,0,0,435,310,0,POINT (-75.7445 41.95474)
Cascade Restorative Med Arts Inc,240 West Main Street,Brookville,Pennsylvania,15825,Jefferson,0,0,0,4,4,24,POINT (-79.096229 41.162784)
GHS GEISINGER MEDICAL CENTER,100 N ACADEMY AVENUE,Danville,Pennsylvania,17822,Montour,2,0,0,2661,99,314,POINT (-76.603393 40.966741)
LVPG Rheumatolgy Hlth Wellness Ctr,50 Moisey Drive,Hazleton,Pennsylvania,182012,Luzerne,0,0,0,0,0,350,POINT (-76.01673 40.98959)
Dialysis Clinic Inc Hempfield,6710 State Route 30,Jeannette,Pennsylvania,15644,Westmoreland,0,0,0,16,0,0,POINT (-79.636885 40.309319)
Family First Hlth George St Ctr,116 South George Street,York,Pennsylvania,17401,York,8,0,0,1556,136,168,POINT (-76.726805 39.960757)
CHOP Care Network-Central Bucks,708 N Shady Retreat Road,Doylestown,Pennsylvania,18901,Bucks,0,0,0,6,1255,0,POINT (-75.141185 40.31953)
ELFHCC-E Liberty Fam Hlth Care Ctr,6023 HARVARD ST,Pittsburgh,Pennsylvania,15206,Allegheny,3,0,0,359,6,30,POINT (-79.923188 40.462774)
GIANT PHARMACY-6301,3477 LINCOLN HIGHWAY,THORNDALE,PA,19372,Chester,0,0,0,0,942,0,POINT (-75.754185 39.994643)
Huntingdon County SHC,6311 Margy Drive,Huntingdon,Pennsylvania,166521836,Huntingdon,0,0,0,10,0,0,POINT (-78.055365 40.473406)
Compliance Navig Specs DBA CNS Occ,151 Koser Road,Lititz,Pennsylvania,17543,Lancaster,0,0,0,1216,1066,2290,POINT (-76.314957 40.120369)
Meadville Medical Center,751 Liberty Street,Meadville,Pennsylvania,16335,Crawford,0,2,0,58,20,576,POINT (-80.146336 41.641787)
Endless Mountains Pharmacy,1638 State Route 106 PO Box 189,Clifford,Pennsylvania,18413,Susquehanna,0,0,0,337,0,991,POINT (-75.598087 41.648539)
FPC-Millersburg Fam Prac Center,100 South 1st St,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,101,0,POINT (-76.962413 40.534461)
FPC Loysville Fam Prac Cntr,1100 Montour Road,Loysville,Pennsylvania,17047,Perry,14,0,0,142,245,71,POINT (-77.339507 40.364217)
SCI-Huntingdon,1100 Pike Street,Huntingdon,Pennsylvania,16654,Huntingdon,15,0,0,3,380,193,POINT (-78.026074 40.489471)
Lackawanna County SHC,100 Lackawanna Avenue,Scranton,Pennsylvania,18503,Lackawanna,0,0,0,177,360,295,POINT (-75.670697 41.410333)
Compliance Navig Specs DBA CNS Occ,58 Copperfield Cir,Lititz,Pennsylvania,17543,Lancaster,0,0,0,1216,1066,2290,POINT (-76.308136 40.173964)
UPMC-SH Fam Med Loyalsock,1205 Grampian Blvd,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,0,2329,814,POINT (-76.982211 41.260617)
AHOLD USA-GIANT PHARMACY 6278,3400 CONCORD ROAD,ASTON,PA,19014,Delaware,0,0,0,0,1038,96,POINT (-75.424886 39.867066)
Saxonburg Drug,115 Pittsburgh Street,Saxonburg,Pennsylvania,16056,Butler,0,0,0,18,60,0,POINT (-79.81417 40.74967)
Robrt F Crowell DO Stvn J Fisher DO,4000 Edgmont ave,Brookhaven,Pennsylvania,19015,Delaware,0,0,0,0,322,0,POINT (-75.387355 39.872169)
INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,Indiana,Pennsylvania,15701,Indiana,0,4,0,174,36,0,POINT (-79.158891 40.608642)
HlthDirect Instnal Pharm Svcs 145,23 West INDUSTRIAL BLVD,Paoli,Pennsylvania,19301,Chester,0,0,0,82,0,40,POINT (-75.50232 40.04627)
Huntingdon Family Care Center (HFCC)-,835 Washington Street,Huntingdon,Pennsylvania,16652,Huntingdon,0,0,0,0,0,20,POINT (-78.017167 40.488231)
St Marys Pharmacy,4 Railroad Street,Saint Marys,Pennsylvania,15857,Elk,0,0,0,20,706,626,POINT (-78.560966 41.427725)
Mon Vale Prim Cre Prac Finleyville,6108 Brownsville Road Ext  Suite 204,Finleyville,Pennsylvania,15332,Washington,0,0,0,0,18,103,POINT (-80.003035 40.266373)
WCP Washington,95 Leonard Avenue Bldg#2  Ste#101,Washington,Pennsylvania,15301,Washington,0,0,0,0,33,0,POINT (-80.240923 40.181738)
CHOP Care Primary Care Souderton,4 S County Line Rd,Souderton,Pennsylvania,18964,Montgomery,0,0,0,2670,932,1457,POINT (-75.311203 40.314865)
Pediatric Care Specialists-Somerset,507 Georgian Place,Somerset,Pennsylvania,15501,Somerset,0,0,0,0,245,0,POINT (-79.073821 40.022823)
KNIGHTS ROAD PHARMACY LLC,2788 KNIGHTS RD,Bensalem,Pennsylvania,19020,Bucks,0,0,0,56,361,1693,POINT (-74.952781 40.102734)
Monongahela Valley Hospital,1163 Country Club Road,Monongahela,Pennsylvania,15063,Washington,0,0,0,0,52,203,POINT (-79.916334 40.181842)
Tower Health-Brandywine Hospital,201 Reeceville Road,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,412,420,POINT (-75.7902 40.009207)
VDI-Sloans Mountville Pharmacy,2 COLLEGE AVE,Mountville,Pennsylvania,17554,Lancaster,0,0,0,0,15,0,POINT (-76.428237 40.039504)
KRHC-Cameron County HC-MAIN,90 East 2nd Street,Emporium,Pennsylvania,15834,Cameron,0,0,0,531,0,333,POINT (-78.235651 41.510151)
Duquesne Uni-Ctr for Pharm Care,1000 Fifth Avenue Muldoon Building,Pittsburgh,Pennsylvania,15282,Allegheny,0,0,0,562,1258,132,POINT (-79.990785 40.438802)
VDI-Hershey Pharmacy and Gift Shop,731 Cherry Dr 2,Hershey,Pennsylvania,17033,Dauphin,0,0,0,260,5,10,POINT (-76.658613 40.271188)
Northview Heights Health Center,525 Mt. Pleasant Road,Pittsburgh,Pennsylvania,15214,Allegheny,0,0,0,7,198,0,POINT (-80.002518 40.481515)
Mauch Chunk Pharmacy,1204 North Street,Jim Thorpe,Pennsylvania,18229,Carbon,0,0,0,0,1180,1160,POINT (-75.726297 40.881741)
Family Practice Center-Laporte,217 King Street PO Box  95,Laporte,Pennsylvania,18626,Sullivan,0,0,0,3,97,0,POINT (-76.494931 41.423636)
Moses Taylor Hospital,PHARMACY 700 QUINCY AVENUE,Scranton,Pennsylvania,18510,Lackawanna,0,0,0,129,203,782,
VDI-Brockway Drug Co Inc,1365 Main Street,Brockway,Pennsylvania,15824,Jefferson,0,0,0,66,2,0,POINT (-78.787066 41.246948)
Dr Douglas C Shoenberger PC,101 S Main Street,Coopersburg,Pennsylvania,18036,Lehigh,0,0,0,74,78,186,POINT (-75.391607 40.510158)
MacDonalds Pharmacy,214 Peach Orchard Road,Mc Connellsburg,Pennsylvania,17233,Fulton,0,0,0,429,213,110,POINT (-78.009023 39.937313)
Highlds Hth Laurel Hghlns Free Cha,"315 Locust St, 2nd Floor",Johnstown,Pennsylvania,15901,Cambria,0,0,0,0,1553,965,POINT (-78.920587 40.327188)
Robert Packer Hospital,One Guthrie Square,Sayre,Pennsylvania,18840,Bradford,0,0,0,88,255,0,
AHN-AC IM PC BRENTWOOD,3720 Brownsville Road 3rd FL,PITTSBURGH,PA,152273520,Allegheny,0,0,0,25,59,0,POINT (-79.975384 40.372201)
Kennies Pharmacy-Spring Grove,440 N Main St,Spring Grove,Pennsylvania,17362,York,0,0,0,0,56,221,POINT (-76.862173 39.884416)
Surgical Institute of Reading,2752 Century Blvd,Reading,Pennsylvania,19610,Berks,0,0,0,34,0,20,POINT (-75.987577 40.357951)
Yevelson Internal Medicine PC,1330 Center Street,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,10,0,0,421,212,42,POINT (-75.375105 40.631633)
