,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Total Wastage,Georeferenced Latitude & Longitude
535,Genoa Healthcare-Reading,645 PENN ST,Reading,Pennsylvania,19601,Berks,0,0,0,17,407,0,424,-75.924466 40.335241
536,LGH-East Petersburg Family Medicine,5665 Main Street,East Petersburg,Pennsylvania,175201513,Lancaster,0,0,0,0,0,25,25,-76.351604 40.095211
537,AHOLD USA-GIANT PHARMACY-6087,2415 E MARKET STREET,YORK,PA,17402,York,0,0,0,146,412,0,558,-76.678572 39.974533
538,UPMC-CHILDRENS HOSPITAL OF PITTSBURGH,4401 Penn Avenue,Pittsburgh,Pennsylvania,15224,Allegheny,2,0,0,1,32,0,35,-79.952992 40.466049
539,Centerville Clinics-Bentleyville,Bentleyville Family Practice 100 Wilson Road,Bentleyville,Pennsylvania,15314,Washington,0,0,0,0,27,100,127,
540,Wellspan Surgical and Rehab Hospital,55 Monument Rd,York,Pennsylvania,17403,York,0,0,0,0,90,0,90,-76.716898 39.923277
541,Mon-Vale Prim Care Pract-Finleyville,6108 Brownsville Road Ext  Suite 204,Finleyville,Pennsylvania,15332,Washington,0,0,0,0,3,0,3,-80.003092 40.266598
542,LGH-Downtown Family Medicine,540 North Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,1,25,3,0,29,-76.305302 40.046832
543,Childrens Prim Cre Ctr CHP Oakland,3420 5th Avenue,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,501,102,108,711,-79.961386 40.439674
544,UPMC-East,2775 Mosside Blvd.,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,8,77,60,145,-79.758458 40.437014
545,AHOLD USA-GIANT PHARMACY-6447,2300 LINGLESTOWN RD,HARRISBURG,PA,17110,Dauphin,0,0,0,1,135,35,171,-76.861591 40.32909
546,UPMC-Altoona,620 HOWARD AVENUE,ALTOONA,PENNSYLVANIA,16601,Blair,5,4,0,597,413,100,1119,-78.398184 40.521142
547,GIANT PHARMACY-6519,4275 COUNTY LINE RD,Chalfont,Pennsylvania,18914,Bucks,0,0,0,68,757,0,825,-75.226544 40.26473
548,Beittel Becker Pediatric Associates,2150 Noll Drive,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,22,51,0,73,-76.361035 40.04775
549,LGH-Lincoln Family Medicine,1635 West Main Street,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,63,0,63,-76.204073 40.199117
550,Contract Pharmacy Services,125 Titus Avenue,Warrington,Pennsylvania,18976,Bucks,0,0,0,11,52,37,100,-75.144695 40.218614
551,Adams and Bright Drugs LLC,306 State St,Hamburg,Pennsylvania,19526,Berks,0,0,0,0,4,0,4,-75.983719 40.554984
552,CHOP Care Network-Flourtown,821 Bethlehem Pike,Erdenheim,Pennsylvania,19038,Montgomery,0,6,0,373,43,65,487,-75.213276 40.095543
553,The Medicine Shoppe-Hermitage,1740 E State St.,Hermitage,Pennsylvania,16148,Mercer,0,0,0,0,107,6,113,-80.477434 41.233272
554,GIANT PHARMACY-6336,3926 LINDEN STREET,BETHLEHEM,PA,18020,Northampton,29,0,0,62,1541,75,1707,-75.344906 40.674166
555,Wellmon Medical Associates,93 Progress Blvd,Shippensburg,Pennsylvania,17257,Cumberland,0,0,0,0,244,0,244,-77.493632 40.064845
556,Pittsburgh Mercy Fam Hth Ctr,249 South 9th Street Bldg 4 1st Floor,Pittsburgh,Pennsylvania,15203,Allegheny,0,0,0,0,1,2326,2327,-79.989908 40.430888
557,Duquesne Uni-Ctr for Pharm Care,1000 Fifth Avenue Muldoon Building,Pittsburgh,Pennsylvania,15282,Allegheny,0,0,0,33,519,60,612,-79.990785 40.438802
558,Suburban Fam Med at Norristown,2705 Dekalb Pike,Norristown,Pennsylvania,19401,Montgomery,0,0,0,0,26,4,30,-75.315271 40.138979
559,Wellspan Fam Med Littlestown,300 West King Street,Littlestown,Pennsylvania,17340,Adams,0,0,5,15,60,0,80,-77.095707 39.742893
560,AHN-SVMG Union City Family Practice,130 N Main Street,Union City,Pennsylvania,16438,Erie,0,0,0,0,2,0,2,-79.845037 41.906247
561,GIANT PHARMACY-6018,760 ROUTE 113,SOUDERTON,PA,18964,Montgomery,0,0,0,50,732,0,782,-75.306284 40.319285
562,Community Drugs-Mercer,3163 state route 257,Seneca,Pennsylvania,16346,Venango,0,0,0,29,81,50,160,-79.7038 41.377297
563,Mauch Chunk Pharmacy,1204 North Street,Jim Thorpe,Pennsylvania,18229,Carbon,0,0,0,0,1180,0,1180,-75.726297 40.881741
564,Community Pharmacy,1256 Pennsylvania Ave,Tyrone,Pennsylvania,16686,Blair,10,0,0,220,0,39,269,-78.237087 40.673369
565,Wellspan Fam Med Plymouth Rd,1010 PLYMOUTH RD,York,Pennsylvania,17402,York,0,0,0,0,55,0,55,-76.666351 39.959725
566,CareATC Burle Business Park,1042 New Holland Ave,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,0,0,40,40,-76.283654 40.055928
567,Lehigh Valley Health Network-Cedar Crest,1200 S. CEDAR CREST BLVD,Allentown,Pennsylvania,18103,Lehigh,10,8,0,66,0,0,84,-75.518672 40.566772
568,Berks County SHC,625 Cherry Street,Reading,Pennsylvania,19602,Berks,0,0,0,3,81,0,84,-75.924458 40.334634
569,Pittsburgh Family Practice,1517 Forbes Ave,Pittsburgh,Pennsylvania,15219,Allegheny,0,0,0,77,203,0,280,-79.984465 40.437623
570,Apple Occupational Med Srvs Worksite Med,510 Jamison Ave,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,0,28,21,49,-80.25932 40.860097
571,VaxCare-Vlly Med Ctr Pennsburg,2781 Geryville Pike,Pennsburg,Pennsylvania,18073,Montgomery,0,0,0,8,0,0,8,-75.473467 40.409871
572,Delaware County SHC,151 West 5th Street,Chester,Pennsylvania,19013,Delaware,0,0,0,0,9,0,9,-75.362854 39.846944
573,PHN Greenville Com Hlth Ctr,348 Main Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,0,59,0,59,-80.378736 41.408391
574,AHN-AC IM Primary Care Northside,490 E. North Avenue Allegheny Professional Building,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,0,29,18,47,-80.001733 40.456392
575,DCI Renal Srvs of Pitt LLC Oaklnd,3260 Fifth Avenue,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,0,25,0,25,-79.964256 40.437805
576,Adams County SHC,424 East Middle Street,Gettysburg,Pennsylvania,173251926,Adams,0,0,0,0,103,0,103,-77.22194 39.829854
577,WellSpan OB/GYN-Stony Brook,"4222 E Market St, Lincoln Hwy",York,Pennsylvania,17406,York,0,0,0,18,8,0,26,
578,Accredo Health Group Inc.,3000 Ericsson Drive Ste 100,Warrendale,Pennsylvania,15086,Allegheny,0,0,0,28,0,0,28,-80.103061 40.658682
579,Family Pharmacy of Carbondale,70 N Church St,Carbondale,Pennsylvania,18407,Lackawanna,0,0,0,9,834,0,843,-75.498548 41.575296
580,PHN-Ebensburg Health Center,152 Zeman Drive,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,0,17,2,19,-78.759169 40.465784
581,FPC Lewisburg Fam Prac Cntr,131 JPM Road Suite A,Lewisburg,Pennsylvania,17837,Union,0,0,0,52,489,40,581,-76.891814 40.976035
582,R-Health Hatfield,2700 Clemens Rd Family Wellness Center 2nd Fl,Hatfield,Pennsylvania,19440,Montgomery,0,0,0,0,73,446,519,
583,Easton NeighboRx Pharmacy,1800 Sullivan Trail,Easton,Pennsylvania,18040,Northampton,0,0,0,0,4,0,4,-75.221213 40.71696
584,WellSpan Family Medicine-Cross Keys,2900 Carlisle Pike,New Oxford,PA,17350,Adams,0,0,0,0,90,0,90,-77.023482 39.865954
585,GIANT PHARMACY-6427,315 N YORK ROAD,Willow Grove,Pennsylvania,19090,Montgomery,0,0,0,252,1643,150,2045,-75.115844 40.146541
586,AHN-AC IM PC BRENTWOOD,3720 Brownsville Road 3rd FL,PITTSBURGH,PA,152273520,Allegheny,0,0,0,1,0,0,1,-79.975385 40.372214
587,VDI-Gateway Pharmacy,165 Nutt Road,Phoenixville,Pennsylvania,19460,Chester,0,0,0,0,651,419,1070,-75.525371 40.128268
588,Genoa Healthcare 20270,2 EASTGATE AVE,Monessen,Pennsylvania,15062,Westmoreland,0,10,0,3,42,0,55,-79.870857 40.159303
589,FPC-Watsontown Family Practice Center,12560 State Route 405,Watsontown,Pennsylvania,17777,Northumberland,0,0,0,13,1,0,14,-76.876934 41.099849
590,GIANT PHARMACY-6055,325 W  FREEDOM AVENUE,Burnham,Pennsylvania,17009,Mifflin,0,0,0,270,221,0,491,-77.575048 40.629038
591,George L Martin MD PC Allergy and Asthma,Lankenau Med. Bldg West 100 E. Lancaster Ave.,Wynnewood,Pennsylvania,19096,Montgomery,0,0,0,5,12,2,19,
592,Tioga County SHC,44 Plaza Lane,Wellsboro,Pennsylvania,16901,Tioga,0,0,0,4,0,0,4,-77.282076 41.744872
593,Roadway Pharmacy,6858 Route 711,Seward,Pennsylvania,15954,Westmoreland,0,0,0,6,64,3,73,-79.02281 40.406128
594,AHOLD USA-MARTINS PHARMACY-6292,200 E CHESTNUT AVE,ALTOONA,PA,16601,Blair,0,0,0,14,602,7,623,-78.390466 40.52717
595,Wellspn Fam Med Hlth Campus Bldg 2,12 St. Paul Drive Building 2,Chambersburg,Pennsylvania,17201,Franklin,0,0,25,57,180,6,268,-77.634763 39.943292
596,Security Family Medicine LLC,1930 Security Drive,York,Pennsylvania,17402,York,0,0,0,4,13,0,17,-76.698939 39.912045
597,Family Matters Direct Primary Care,4284 William Flinn Highway,Allison Park,Pennsylvania,15101,Allegheny,0,0,0,0,1,0,1,-79.954753 40.575391
598,County of Delaware,125 Chester Avenue,Yeadon,Pennsylvania,19050,Delaware,3,0,0,120,351,3377,3851,-75.254837 39.923482
599,UPMC-Presbyterian,G119 Presbyterian 200 Lothrop Street,Pittsburgh,Pennsylvania,15213,Allegheny,2,0,0,346,3,0,351,
600,Adagio Health-Aliquippa,99 Autumn St,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,398,534,544,1476,-80.317196 40.635873
601,GIANT PHARMACY-6529,4510 MARKETPLACE WAY,ENOLA,PA,17025,Cumberland,6,0,0,141,567,0,714,-76.975882 40.289404
602,Lepri-Ruane Inc DBA The Med Shopp 0874,2239 Pittston Ave.,Scranton,Pennsylvania,18505,Lackawanna,0,0,0,90,0,0,90,-75.681293 41.384806
603,NCS Pharmacy,100 E Main St,Lititz,Pennsylvania,17543,Lancaster,0,0,0,2012,15,2005,4032,-76.304188 40.156715
604,CHOP Care Network-West Chester,770 Miles Rd,West Chester,Pennsylvania,19380,Chester,0,0,0,24,424,0,448,-75.62833 39.963615
605,PRIMARY CARE PHARMACY SERVICES INC,2027 Lebanon Church Road,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,423,17,150,590,-79.949494 40.348056
606,Glendale Area Medical Association Inc,850 Main Street PO Box 375,Coalport,Pennsylvania,16627,Clearfield,0,0,0,10,0,0,10,-78.535026 40.747725
607,FPC-Harrisburg Commerce St Fam Prac Ctr,2850 Commerce Drive,Harrisburg,Pennsylvania,17110,Dauphin,0,0,0,0,109,0,109,-76.836167 40.312139
608,GIANT PHARMACY-6512,310 S HENDERSON ROAD,KING OF PRUSSIA,PA,19406,Montgomery,0,0,0,0,670,42,712,-75.360141 40.090855
609,Lehigh Family and Geriatric Associates,143 Church Street,Phoenixville,Pennsylvania,19460,Chester,0,0,0,8,48,0,56,-75.512689 40.133255
610,Select Specialty Hosp Alle Kiski,1301 Carlisle St.,Natrona Heights,Pennsylvania,15065,Allegheny,0,0,0,7,0,0,7,-79.737106 40.617378
611,WMCHC-Highland Phys Fam Hlth Ctr,1839 Fair Avenue,Honesdale,Pennsylvania,18431,Wayne,0,0,0,27,429,70,526,-75.262474 41.589347
612,Brooks Medical Arts Inc-Clarion,180 Greenville Avenue,Clarion,Pennsylvania,16214,Clarion,0,0,0,12,47,0,59,-79.380078 41.20487
613,Ped Specialists of Franklin Cnty,27 Vista Dr,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,0,435,0,435,-77.566644 39.752626
614,PHN-Hoffman Memorial Medical Center,419 Kellys Way,East Brady,Pennsylvania,16028,Clarion,0,0,0,75,5,0,80,-79.615865 40.987406
615,VDI Northern Bedford Pharmacy,3499 Brumbaugh Rd,New Enterprise,Pennsylvania,16664,Bedford,0,0,0,69,206,0,275,-78.417164 40.16967
616,Wellspan Community Health Center,605 South George Street,York,Pennsylvania,17401,York,0,0,0,0,16,0,16,-76.72347 39.954412
617,Valley Discount Pharmacy,324 N 7th St,Allentown,Pennsylvania,18102,Lehigh,0,0,0,143,0,0,143,-75.473838 40.606781
618,Hyndman Area Hth CtrJohnstwn,203 College Park Plaza,Johnstown,Pennsylvania,15904,Cambria,0,0,0,43,570,15,628,-78.8488 40.276966
619,DCI-Renal Services of Pitt LLC-Oakland,3260 Fifth Avenue,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,0,8,0,8,-79.964256 40.437805
620,Wellspan Fam Med Hlth Campus 1st Fl,12 St. Paul Drive,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,13,229,0,242,-77.634763 39.943292
621,Baker Family Medical Associates,3237 Bristol Rd,Bensalem,Pennsylvania,19020,Bucks,0,0,0,10,211,0,221,-74.940323 40.135064
622,EASTON HOSPITAL,PHARMACY DEPT 250 SOUTH 21ST STREET,Easton,Pennsylvania,18042,Northampton,5,0,0,0,10,0,15,
623,SCI-Dallas,1000 Follies Road,Dallas,Pennsylvania,18612,Luzerne,0,0,0,12,122,0,134,-76.014907 41.282408
624,UPMC-Comm Gen Osteopathic Hospital,4300 LONDONDERRY ROAD,Harrisburg,Pennsylvania,17109,Dauphin,0,5,0,392,57,0,454,-76.815826 40.282674
625,Greencastle Family Practice,50 Eastern Avenue PO Box 37,Greencastle,Pennsylvania,17225,Franklin,0,0,0,6,0,0,6,-77.715309 39.785921
626,LVPG Family Medicine-Tobyhanna,100 Community Drive,Tobyhanna,Pennsylvania,18466,Monroe,0,0,0,3,15,0,18,-75.372518 41.148516
627,DOWNINGTOWN FAMILY PRACTICE,99 MANOR AVENUE,DOWNINGTOWN,PENNSYLVANIA,19335,Chester,0,0,0,0,7,0,7,-75.707234 40.005788
628,Ped Assoc of Westmoreld Greensbrg,555 West Newton Street,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,29,0,328,357,-79.554639 40.298577
629,Bethlehem Health Bureau,10 East Church Street,Bethlehem,Pennsylvania,18018,Lehigh,0,0,0,3,16,1105,1124,-75.37845 40.618703
630,Wilkes-Barre General Hospital,575 North River Street Pharmacy Department,Wilkes Barre,Pennsylvania,18764,Luzerne,13,0,0,0,6574,67,6654,-75.868165 41.258261
631,Lehigh Vlly Hlth Netwrk Cedar Cres,1200 S. CEDAR CREST BLVD,Allentown,Pennsylvania,18103,Lehigh,6,0,0,1756,55,70,1887,-75.518672 40.566772
632,Springfield Pharmacy,1154 Baltimore Pike,Springfield,Pennsylvania,19064,Delaware,0,0,0,0,79,389,468,-75.346745 39.913764
633,AHOLD USA-GIANT PHARMACY-6243,CEDAR CREST AND TILGHMAN,ALLENTOWN,PA,18104,Lehigh,0,0,0,77,636,0,713,
634,Newtown Medical Group,1703 Langhorne Newtown Rd,Langhorne,Pennsylvania,19047,Bucks,0,0,0,12,0,0,12,-74.931425 40.215479
635,Keystone Urgent Care,111 Chambers Hill Dr,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,4,33,0,37,
636,Tri County Health and Wellness Center,507 Kimberton Rd,Phoenixville,Pennsylvania,19460,Chester,1,0,0,9,121,0,131,-75.547056 40.129625
637,GIANT PHARMACY-6501,850 EAST MAIN STREET,EPHRATA,PA,17522,Lancaster,0,0,0,39,848,341,1228,-76.157833 40.165002
638,Esterbrook Pharmacy,301 S 7th Ave,West Reading,Pennsylvania,19611,Berks,0,0,0,15,0,0,15,-75.95222 40.330638
639,Scranton Primary Health Care Center Inc,959 Wyoming Avenue,Scranton,Pennsylvania,18509,Lackawanna,0,16,0,0,8,0,24,-75.654803 41.418076
640,Yorktown Pharmacy,8110 Old York Road,Elkins Park,Pennsylvania,19027,Montgomery,0,0,0,4,226,58,288,-75.127344 40.077038
641,SLPG-Coopersburg Pediatrics,5445 Lanark Road,Center Valley,Pennsylvania,18034,Lehigh,0,0,0,0,34,0,34,-75.407747 40.533146
642,AHN Ped Ped Alliance St Clair,1580 Mclaughlin Run Rd Pine Bridge Commons,Pittsburgh,Pennsylvania,15241,Allegheny,0,0,0,68,239,0,307,
643,The Hometown Pharmacy-New Castle 2,2016 W STATE ST,New Castle,Pennsylvania,16101,Lawrence,0,0,0,8,555,0,563,-80.379022 41.006967
644,FPC-Selinsgrove 1 Family Practice Center,21 Susquehanna Valley Mall Drive,Selinsgrove,Pennsylvania,17870,Snyder,0,0,0,0,17,0,17,-76.850738 40.821767
645,FPC Loysville Fam Prac Cntr,1100 Montour Road,Loysville,Pennsylvania,17047,Perry,0,0,0,1,192,0,193,-77.339392 40.364176
646,Masonic Village Pharmacy,one masonic drive,Elizabethtown,Pennsylvania,17022,Lancaster,0,0,0,151,373,0,524,
647,Medicine Shoppe 1905,1169 Horseshoe Pike,Downingtown,Pennsylvania,19335,Chester,0,0,0,0,65,0,65,-75.762061 40.032486
648,AHN Pedi Pedi Alliance Greentree,969 Greentree Road,Pittsburgh,Pennsylvania,15220,Allegheny,0,0,0,0,25,0,25,-80.046113 40.419373
649,Adagio Health-Uniontown,205 Easy Street,Uniontown,Pennsylvania,15401,Fayette,0,0,0,657,48,249,954,-79.741702 39.901708
650,GIANT PHARMACY-6316,1550 N MAIN ST,Dickson City,Pennsylvania,18447,Lackawanna,0,0,0,2,767,0,769,-75.46662 41.662382
651,Clarion Osteopathic Hospital,1 Hospital Drive,Clarion,Pennsylvania,16214,Clarion,0,0,0,0,0,5999,5999,-79.396832 41.19187
652,CHOP Care Network-Kennett Square,817 East Baltimore Pike,Kennett Square,Pennsylvania,19348,Chester,0,0,0,0,189,0,189,-75.685106 39.860976
653,WellSpan Fam Med Nrth Fourth St,30 North 4th Street 2nd Floor,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,9,131,0,140,-76.417952 40.340772
654,UPMC-UPP ADL CHP OP,120 Lytton Ave Mezzanine M060,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,48,133,0,181,-79.955289 40.446126
655,FPC Selinsgrove 1 Fam Pract Cntr,21 Susquehanna Valley Mall Drive,Selinsgrove,Pennsylvania,17870,Snyder,0,0,0,0,52,0,52,-76.850738 40.821767
656,Bushy Run Pharmacy Inc,2106 Route 130,Harrison City,Pennsylvania,15636,Westmoreland,0,0,0,0,2983,3139,6122,-79.648483 40.353617
657,PSH Cmty Vax Site-Cumberland,431 N 21st Street,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,105,20,125,-76.923519 40.251462
658,LGH-Family Medicine Buck,34 Fawn Drive,Quarryville,Pennsylvania,17566,Lancaster,0,0,0,16,3,0,19,-76.224375 39.871598
659,Guthrie Clinic Athens,412 South Main Street,Athens,Pennsylvania,18810,Bradford,1,0,1,0,74,0,76,-76.518271 41.956883
660,LVRX Pharmacy,211 South Market Street,Ligonier,Pennsylvania,15658,Westmoreland,0,0,0,0,127,0,127,-79.239245 40.24177
661,Hanover Family Practice-Penn,111 Penn Street,Hanover,Pennsylvania,17331,York,0,0,0,0,10,0,10,-76.980167 39.808654
662,AFC Urgent Care Aston,5024 Pennell Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,0,880,810,1690,-75.428184 39.866739
663,Hulmeville Rd Pharmacy,3554 Hulmeville Rd,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,156,0,156,-74.939245 40.10488
664,Wellspan Fam Med Shippensburg,46 Walnut Bottom Road Suite 200,Shippensburg,Pennsylvania,17257,Cumberland,0,0,0,9,310,102,421,-77.501771 40.058843
665,UPMC-SH Fam Med Montoursville,900 Plaza Drive,Montoursville,Pennsylvania,17754,Lycoming,0,0,0,14,7,204,225,-76.91394 41.246153
666,Jaisohn Medical Center,51 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,3,170,126,299,-75.272706 40.251272
667,AHN-WEST PENN HOSPITAL,PHARMACY DEPARTMENT 4800 FRIENDSHIP AVENUE,PITTSBURGH,PENNSYLVANIA,15224,Allegheny,2,1,0,397,17,50,467,
668,GHS-COMMUNITY MEDICAL CENTER,1822 Mulberry Street,Scranton,Pennsylvania,18510,Lackawanna,3,0,0,0,62,0,65,-75.64589 41.400717
669,The Washington Hospital,155 Wilson Ave,Washington,Pennsylvania,15301,Washington,0,0,0,31,5,48,84,-80.247471 40.183244
670,Centerville Clinics-Washington,37 HIGHLAND AVE,Washington,Pennsylvania,15301,Washington,10,0,0,66,310,0,386,-80.244837 40.174671
671,Guthrie Clinic Sayre,1 GUTHRIE SQ Sayre PA,Sayre,Pennsylvania,18840,Bradford,0,0,0,23,266,0,289,-76.518676 41.980974
672,AHN Peds Ped Alliance Allegh,490 East North Street Allegheny Medical Professional Bldg,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,0,55,21,76,
673,Mifflin County SHC,21 South Brown Street Suite 2A,Lewistown,Pennsylvania,170448126,Mifflin,0,0,0,0,0,50,50,-77.573005 40.598157
674,St Lukes Upper Bucks Campus,3000 St Lukes Dr,Quakertown,Pennsylvania,18951,Bucks,0,0,0,0,4,0,4,
675,Wellspan Fam and Sprts Med Cocalico,30 West Swartzville Road P.O. Box 515,Reinholds,Pennsylvania,17569,Lancaster,6,0,0,71,140,11,228,-76.079221 40.233923
676,Allegheny Cty Bur of Corrections,950 Second Avenue,Pittsburgh,Pennsylvania,15219,Allegheny,1,0,2,18,2,1,24,-79.99322 40.435088
677,Heritage Valley Hlth Sys Beaver,1000 Dutch Ridge Road,Beaver,Pennsylvania,15009,Beaver,6,0,0,32,332,0,370,-80.324352 40.710345
678,Warrington Rx Pharmacy,1335 Easton rd,Warrington,Pennsylvania,18976,Bucks,0,0,0,123,0,0,123,-75.133532 40.249815
679,SCI-Mahanoy,301 Morea Rd.,Frackville,Pennsylvania,17932,Schuylkill,0,1,0,7,59,165,232,-76.203324 40.782027
680,WILKINSBURG FAMILY HEALTH CENTER,807 WALLACE AVE,Pittsburgh,Pennsylvania,15221,Allegheny,0,0,0,1,3,0,4,-79.881294 40.443465
681,Centerville Clin Repub Med  Dental,1006 Main Street,Republic,Pennsylvania,15475,Fayette,0,0,0,0,14,0,14,-79.878077 39.962922
682,Means-Lauf Super Drug,265 Allegheny Blvd,Brookville,Pennsylvania,15825,Jefferson,0,0,0,1115,1122,1600,3837,-79.09835 41.175648
683,Waynesboro Hospital,501 East Main Street,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,27,86,0,113,-77.570581 39.751806
684,Zero Pediatrics PLLC,1000 Meade Street,Dunmore,Pennsylvania,18512,Lackawanna,0,0,0,14,31,5,50,-75.618296 41.412392
685,CHOP Care Network-Haverford,663 West Lancaster Avenue,Bryn Mawr,Pennsylvania,19010,Delaware,0,0,0,0,222,114,336,-75.312764 40.018746
686,Stephens Pharmacy,1101 Main Street,Honesdale,Pennsylvania,18431,Wayne,0,0,0,55,0,0,55,-75.257393 41.575658
687,Green Street Primary Care,2000 Green Street,Farrell,Pennsylvania,16121,Mercer,0,0,0,2,9,0,11,-80.471792 41.209942
688,AHN Ped Ped Ally Northlnd McKnight,4721 McKnight Road,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,0,5,0,5,-80.00488 40.518464
689,UPMC-Horizon Greenville Campus,110 North Main Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,7,71,0,78,-80.372201 41.411126
690,AHN Ped Ped Allian Northlnd Cranb,20397 Route 19 Landmark 2 Building,Cranberry Twp,Pennsylvania,16066,Butler,0,0,0,0,169,0,169,-80.10431 40.693847
691,Advanced Lab Solutions LLC,3729 Easton Nazareth Hwy. LL2,Easton,Pennsylvania,18045,Northampton,0,0,0,0,354,1,355,-75.284777 40.714209
692,Shafers Pharmacy,11 Center St,Tamaqua,Pennsylvania,18252,Schuylkill,0,0,0,0,117,135,252,-75.969211 40.796914
693,Harrolds Pharmacy,250 Old River Road,Wilkes Barre,Pennsylvania,18702,Luzerne,1,10,0,243,56,560,870,-75.907849 41.241791
694,Dialysis Clinic Inc Hempfield,6710 State Route 30,Jeannette,Pennsylvania,15644,Westmoreland,0,0,0,2,0,0,2,-79.63695 40.309321
695,Valley Forge Medical Center,1033 W. Germantown Pike 1033 W. Germantown Pike,Norristown,Pennsylvania,19403,Montgomery,0,5,0,11,0,0,16,
696,GIANT PHARMACY-6517,168 N FLOWERS MILL ROAD,LANGHORNE,PA,19047,Bucks,0,0,0,83,870,474,1427,-74.907509 40.181649
697,Tower Hlth Med Group Ped Wyomissing,2101 State Hill Road,Wyomissing,Pennsylvania,19610,Berks,0,0,0,0,88,0,88,-75.978159 40.339247
698,WMCHC-HAMLIN FAMILY HEALTH CENTER,543 Easton Turnpike,Lake Ariel,Pennsylvania,18436,Wayne,0,0,0,69,46,50,165,-75.398014 41.400969
699,GIANT PHARMACY-6054,455 EISENHOWER DRIVE,HANOVER,PA,17331,York,0,0,0,45,607,0,652,-76.978586 39.825148
700,AHN Pedi Ped Alliance Chartiers,1370 Washington Pike,Bridgeville,Pennsylvania,15017,Allegheny,0,0,0,30,316,0,346,-80.096382 40.378754
701,GIANT PHARMACY-6291,698 DOWNINGTOWN PIKE,WEST CHESTER,PA,19380,Chester,1,0,0,715,157,0,873,-75.62212 39.961848
702,VDI-City Drugs of Curwenville,360 THOMPSON ST,Curwensville,Pennsylvania,16833,Clearfield,0,0,0,21,4,0,25,-78.527102 40.975514
703,American HealthCare Group,733 Washington Road Suite 102,Pittsburgh,Pennsylvania,15228,Allegheny,0,5,0,112,189,2818,3124,-80.045772 40.378593
704,Riccio Family Pharmacy,2217 Bristol Pike,Bensalem,Pennsylvania,19020,Bucks,0,0,0,140,105,0,245,-74.950644 40.077534
705,COLUMBIA CO VOLUNTEERS IN MED,310 EAST THIRD STREET PO Box 416,Mifflinville,Pennsylvania,18631,Columbia,0,0,0,0,109,85,194,-76.301474 41.034608
