"Age group","year","week","case_definition","White","Black/African American","American Indian","Asian/Pacific Islander","Multiracial","Hispanic","webDate"
"19-44",2020,47,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12-18",2020,47,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12+",2020,47,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,47,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,47,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,47,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,46,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5-11",2020,46,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,46,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,46,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,46,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,46,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,46,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,45,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,45,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,45,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,45,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,45,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,45,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,44,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,44,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,44,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,44,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,44,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,43,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,43,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,43,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,43,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,42,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,42,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,42,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,42,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,41,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,41,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,41,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,41,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,41,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,40,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
